time,displacement,acceleration
7.7700,0.00792824,0.23682227
7.7800,0.00774513,0.16557500
7.7900,0.00757831,0.06175986
7.8000,0.00741744,-0.06791598
7.8100,0.00724964,-0.21522688
7.8200,0.00706025,-0.37087837
7.8300,0.00683378,-0.52501508
7.8400,0.00655490,-0.66775938
7.8500,0.00620943,-0.78975189
7.8600,0.00578522,-0.88266454
7.8700,0.00527304,-0.93965875
7.8800,0.00466724,-0.95576384
7.8900,0.00396623,-0.92815522
7.9000,0.00317277,-0.85631762
7.9100,0.00229403,-0.74208409
7.9200,0.00134141,-0.58954901
7.9300,0.00033010,-0.40485942
7.9400,-0.00072149,-0.19589604
7.9500,-0.00179255,0.02813907
7.9600,-0.00286075,0.25720598
7.9700,-0.00390328,0.48095564
7.9800,-0.00489783,0.68927545
7.9900,-0.00582367,0.87282239
8.0000,-0.00666250,1.02351514
8.0100,-0.00739931,1.13495862
8.0200,-0.00802298,1.20277840
8.0300,-0.00852676,1.22484679
8.0400,-0.00890844,1.20138870
8.0500,-0.00917033,1.13496152
8.0600,-0.00931905,1.03031016
8.0700,-0.00936500,0.89410511
8.0800,-0.00932173,0.73457765
8.0900,-0.00920513,0.56107187
8.1000,-0.00903245,0.38353757
8.1100,-0.00882136,0.21199152
8.1200,-0.00858895,0.05597585
8.1300,-0.00835074,-0.07595713
8.1400,-0.00811986,-0.17670588
8.1500,-0.00790635,-0.24100178
8.1600,-0.00771661,-0.26569171
8.1700,-0.00755310,-0.24990591
8.1800,-0.00741426,-0.19510219
8.1900,-0.00729463,-0.10498398
8.2000,-0.00718525,0.01470320
8.2100,-0.00707421,0.15648599
8.2200,-0.00694742,0.31157122
8.2300,-0.00678943,0.47032556
8.2400,-0.00658447,0.62280128
8.2500,-0.00631736,0.75927939
8.2600,-0.00597454,0.87080126
8.2700,-0.00554490,0.94965975
8.2800,-0.00502062,0.98982369
8.2900,-0.00439772,0.98727251
8.3000,-0.00367646,0.94022316
8.3100,-0.00286154,0.84923700
8.3200,-0.00196205,0.71720082
8.3300,-0.00099114,0.54918295
8.3400,0.00003445,0.35217219
8.3500,0.00109509,0.13471346
8.3600,0.00216911,-0.09354021
8.3700,0.00323377,-0.32233541
8.3800,0.00426628,-0.54135842
8.3900,0.00524481,-0.74077880
8.4000,0.00614951,-0.91176707
8.4100,0.00696332,-1.04695902
8.4200,0.00767279,-1.14084141
8.4300,0.00826855,-1.19003859
8.4400,0.00874568,-1.19348452
8.4500,0.00910384,-1.15247114
8.4600,0.00934709,-1.07057043
8.4700,0.00948358,-0.95343440
8.4800,0.00952496,-0.80848391
8.4900,0.00948565,-0.64450300
8.5000,0.00938196,-0.47116064
8.5100,0.00923116,-0.29848567
8.5200,0.00905042,-0.13632319
8.5300,0.00885588,0.00619832
8.5400,0.00866173,0.12116050
8.5500,0.00847941,0.20228256
8.5600,0.00831701,0.24525983
8.5700,0.00817879,0.24799503
8.5800,0.00806504,0.21070992
8.5900,0.00797204,0.13593135
8.6000,0.00789237,0.02835235
8.6100,0.00781531,-0.10542413
8.6200,0.00772756,-0.25724506
8.6300,0.00761401,-0.41785140
8.6400,0.00745868,-0.57738239
8.6500,0.00724571,-0.72591304
8.6600,0.00696032,-0.85399564
8.6700,0.00658977,-0.95317638
8.6800,0.00612420,-1.01645902
8.6900,0.00555733,-1.03869066
8.7000,0.00488696,-1.01684896
8.7100,0.00411527,-0.95021502
8.7200,0.00324893,-0.84042285
8.7300,0.00229887,-0.69138247
8.7400,0.00127995,-0.50908089
8.7500,0.00021034,-0.30127148
8.7600,-0.00088926,-0.07706846
8.7700,-0.00199652,0.15353172
8.7800,-0.00308846,0.38017653
8.7900,-0.00414250,0.59270272
8.8000,-0.00513746,0.78167159
8.8100,-0.00605452,0.93886554
8.8200,-0.00687802,1.05771909
8.8300,-0.00759610,1.13366145
8.8400,-0.00820119,1.16435209
8.8500,-0.00869023,1.14979673
8.8600,-0.00906465,1.09233768
8.8700,-0.00933015,0.99651895
8.8800,-0.00949627,0.86883356
8.8900,-0.00957570,0.71736657
8.9000,-0.00958352,0.55135322
8.9100,-0.00953624,0.38067589
8.9200,-0.00945085,0.21532698
8.9300,-0.00934380,0.06486675
8.9400,-0.00923007,-0.06209486
8.9500,-0.00912229,-0.15836435
8.9600,-0.00903004,-0.21855378
8.9700,-0.00895933,-0.23937180
8.9800,-0.00891221,-0.21980105
8.9900,-0.00888674,-0.16115230
9.0000,-0.00887710,-0.06699248
9.0100,-0.00887390,0.05704962
9.0200,-0.00886481,0.20358933
9.0300,-0.00883525,0.36388750
9.0400,-0.00876926,0.52832555
9.0500,-0.00865049,0.68692858
9.0600,-0.00846316,0.82990851
9.0700,-0.00819304,0.94819779
9.0800,-0.00782838,1.03394508
9.0900,-0.00736064,1.08094612
9.1000,-0.00678517,1.08498657
9.1100,-0.00610157,1.04407832
9.1200,-0.00531394,0.95857649
9.1300,-0.00443081,0.83117082
9.1400,-0.00346486,0.66675180
9.1500,-0.00243249,0.47215868
9.1600,-0.00135309,0.25582288
9.1700,-0.00024820,0.02732593
9.1800,0.00085940,-0.20310435
9.1900,0.00194675,-0.42513247
9.2000,0.00299175,-0.62885957
9.2100,0.00397410,-0.80534450
9.2200,0.00487619,-0.94707333
9.2300,0.00568392,-1.04835244
9.2400,0.00638718,-1.10560390
9.2500,0.00698026,-1.11754733
9.2600,0.00746195,-1.08525863
9.2700,0.00783546,-1.01210231
9.2800,0.00810806,-0.90354131
9.2900,0.00829053,-0.76683437
9.3000,0.00839649,-0.61063749
9.3100,0.00844146,-0.44453086
9.3200,0.00844198,-0.27849672
9.3300,0.00841457,-0.12237644
9.3400,0.00837476,0.01466414
9.3500,0.00833619,0.12463219
9.3600,0.00830980,0.20114140
9.3700,0.00830321,0.23975820
9.3800,0.00832026,0.23824210
9.3900,0.00836081,0.19666710
9.4000,0.00842070,0.11741775
9.4100,0.00849206,0.00505992
9.4200,0.00856370,-0.13390655
9.4300,0.00862180,-0.29140022
9.4400,0.00865067,-0.45819630
9.4500,0.00863374,-0.62442730
9.4600,0.00855445,-0.78011904
9.4700,0.00839731,-0.91573316
9.4800,0.00814884,-1.02268700
9.4900,0.00779840,-1.09382265
9.5000,0.00733893,-1.12380016
9.5100,0.00676744,-1.10939341
9.5200,0.00608539,-1.04967293
9.5300,0.00529874,-0.94606562
9.5400,0.00441783,-0.80228816
9.5500,0.00345696,-0.62415766
9.5600,0.00243391,-0.41928959
9.5700,0.00136908,-0.19669928
9.5800,0.00028464,0.03367167
9.5900,-0.00079645,0.26147871
9.6000,-0.00185150,0.47651918
9.6100,-0.00285909,0.66926960
9.6200,-0.00380001,0.83138633
9.6300,-0.00465809,0.95614296
9.6400,-0.00542092,1.03878084
9.6500,-0.00608024,1.07675397
9.6600,-0.00663226,1.06985512
9.6700,-0.00707765,1.02021656
9.6800,-0.00742135,0.93218526
9.6900,-0.00767209,0.81207948
9.7000,-0.00784182,0.66783978
9.7100,-0.00794490,0.50859339
9.7200,-0.00799716,0.34415530
9.7300,-0.00801496,0.18449312
9.7400,-0.00801420,0.03918436
9.7500,-0.00800932,-0.08310452
9.7600,-0.00801250,-0.17508918
9.7700,-0.00803289,-0.23126343
9.7800,-0.00807608,-0.24819860
9.7900,-0.00814375,-0.22473039
9.8000,-0.00823357,-0.16202298
9.8100,-0.00833929,-0.06350695
9.8200,-0.00845111,0.06530558
9.8300,-0.00855620,0.21711870
9.8400,-0.00863947,0.38324731
9.8500,-0.00868436,0.55408731
9.8600,-0.00867390,0.71963611
9.8700,-0.00859160,0.87003539
9.8800,-0.00842249,0.99610687
9.8900,-0.00815405,1.08985231
9.9000,-0.00777694,1.14489075
9.9100,-0.00728571,1.15680934
9.9200,-0.00667917,1.12340907
9.9300,-0.00596067,1.04483189
9.9400,-0.00513804,0.92356247
9.9500,-0.00422338,0.76430443
9.9600,-0.00323254,0.57373756
9.9700,-0.00218453,0.36016924
9.9800,-0.00110061,0.13309844
9.9900,-0.00000341,-0.09728398
10.0000,0.00108413,-0.32063209
